,invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5%,total,payment,cogs,gross_margin_percentage,gross_income,rating,date_time
166,586-25-0848,A,Yangon,Normal,Female,Sports And Travel,12.34,7,4.319,90.7,Credit Card,86.38,4.761904762,4.319,6.7,2019-03-04 11:19:00
167,895-66-0685,B,Mandalay,Member,Male,Food And Beverages,18.08,3,2.712,56.95,Ewallet,54.24,4.761904762,2.712,8.0,2019-03-05 19:46:00
168,305-14-0245,B,Mandalay,Unknown,Unknown,Miscellaneous,94.49,8,37.796,235.45,Unknown,755.92,4.761904762,37.796,6.9,2019-03-03 19:00:00
169,732-04-5373,B,Mandalay,Member,Male,Home And Lifestyle,46.47,4,9.294,195.17,Cash,185.88,4.761904762,9.294,7.0,2019-02-08 10:53:00
170,400-60-7251,A,Yangon,Normal,Male,Home And Lifestyle,74.07,1,3.7035,77.77,Ewallet,74.07,4.761904762,3.7035,9.9,2019-02-10 12:50:00
171,593-65-1552,C,Naypyitaw,Normal,Female,Home And Lifestyle,69.81,4,13.962,293.2,Credit Card,279.24,4.761904762,13.962,5.9,2019-01-28 20:50:00
172,284-34-9626,B,Mandalay,Normal,Female,Home And Lifestyle,77.04,3,11.556,242.68,Credit Card,231.12,4.761904762,11.556,7.2,2019-02-11 10:39:00
173,437-58-8131,B,Mandalay,Normal,Female,Fashion Accessories,73.52,2,7.352,154.39,Ewallet,147.04,4.761904762,7.352,4.6,2019-01-15 13:41:00
174,641-43-2399,B,Mandalay,Normal,Male,Home And Lifestyle,25.55,4,5.11,107.31,Ewallet,102.2,4.761904762,5.11,5.7,2019-01-26 20:23:00
175,831-07-6050,A,Yangon,Normal,Male,Electronic Accessories,32.71,5,8.1775,171.73,Credit Card,163.55,4.761904762,8.1775,9.9,2019-03-19 11:30:00
176,556-86-3144,C,Naypyitaw,Member,Female,Fashion Accessories,74.29,1,3.7145,78.0,Cash,74.29,4.761904762,3.7145,5.0,2019-01-13 19:30:00
177,848-24-9445,C,Naypyitaw,Member,Male,Health And Beauty,43.7,2,4.37,91.77,Cash,87.4,4.761904762,4.37,4.9,2019-03-26 18:03:00
178,856-22-8149,A,Yangon,Normal,Female,Home And Lifestyle,25.29,1,1.2645,26.55,Ewallet,25.29,4.761904762,1.2645,6.1,2019-03-23 10:13:00
179,699-01-4164,C,Naypyitaw,Normal,Male,Health And Beauty,41.5,4,8.3,174.3,Credit Card,166.0,4.761904762,8.3,8.2,2019-03-12 19:58:00
180,420-11-4919,C,Naypyitaw,Member,Female,Food And Beverages,71.39,5,17.8475,374.8,Credit Card,356.95,4.761904762,17.8475,5.5,2019-02-17 19:57:00
181,606-80-4905,C,Naypyitaw,Member,Female,Sports And Travel,19.15,6,5.745,120.64,Credit Card,114.9,4.761904762,5.745,6.8,2019-01-29 10:01:00
182,542-41-0513,B,Mandalay,Member,Female,Electronic Accessories,57.49,4,11.498,241.46,Cash,229.96,4.761904762,11.498,6.6,2019-03-15 11:57:00
183,426-39-2418,C,Naypyitaw,Normal,Male,Electronic Accessories,61.41,7,21.4935,451.36,Cash,429.87,4.761904762,21.4935,9.8,2019-01-14 10:02:00
184,875-46-5808,B,Mandalay,Member,Male,Health And Beauty,25.9,10,12.95,271.95,Ewallet,259.0,4.761904762,12.95,8.7,2019-02-06 14:51:00
185,394-43-4238,B,Mandalay,Member,Male,Home And Lifestyle,17.77,5,4.4425,93.29,Credit Card,88.85,4.761904762,4.4425,5.4,2019-02-15 12:42:00
186,749-24-1565,A,Yangon,Normal,Female,Health And Beauty,23.03,9,10.3635,217.63,Ewallet,207.27,4.761904762,10.3635,7.9,2019-01-03 12:02:00
187,672-51-8681,C,Naypyitaw,Member,Female,Electronic Accessories,66.65,9,29.9925,629.84,Credit Card,599.85,4.761904762,29.9925,9.7,2019-01-04 18:19:00
188,263-87-5680,C,Naypyitaw,Member,Female,Home And Lifestyle,28.53,10,14.265,299.56,Ewallet,285.3,4.761904762,14.265,7.8,2019-03-18 17:38:00
189,573-58-9734,B,Mandalay,Normal,Female,Fashion Accessories,30.37,3,4.5555,95.67,Ewallet,91.11,4.761904762,4.5555,5.1,2019-03-28 13:41:00
190,888-02-0338,A,Yangon,Normal,Male,Electronic Accessories,26.23,9,11.8035,247.87,Ewallet,236.07,4.761904762,11.8035,5.9,2019-01-25 20:24:00
191,142-63-6033,B,Mandalay,Normal,Male,Home And Lifestyle,92.36,5,23.09,484.89,Ewallet,461.8,4.761904762,23.09,4.9,2019-03-20 19:17:00
192,656-16-1063,B,Mandalay,Unknown,Unknown,Miscellaneous,46.42,3,6.963,235.45,Unknown,139.26,4.761904762,6.963,6.9,2019-01-04 13:24:00
193,891-58-8335,B,Mandalay,Member,Female,Sports And Travel,29.61,7,10.3635,217.63,Cash,207.27,4.761904762,10.3635,6.5,2019-03-11 15:53:00
194,802-43-8934,A,Yangon,Normal,Male,Home And Lifestyle,18.28,1,0.914,19.19,Credit Card,18.28,4.761904762,0.914,8.3,2019-03-22 15:05:00
195,560-30-5617,B,Mandalay,Normal,Female,Sports And Travel,24.77,5,6.1925,130.04,Cash,123.85,4.761904762,6.1925,8.5,2019-03-24 18:27:00
196,319-74-2561,A,Yangon,Member,Female,Electronic Accessories,94.64,3,14.196,298.12,Cash,283.92,4.761904762,14.196,5.5,2019-02-21 16:55:00
197,549-03-9315,B,Mandalay,Normal,Male,Fashion Accessories,94.87,8,37.948,796.91,Ewallet,758.96,4.761904762,37.948,8.7,2019-02-12 12:58:00
198,790-29-1172,B,Mandalay,Normal,Female,Food And Beverages,57.34,3,8.601,180.62,Credit Card,172.02,4.761904762,8.601,7.9,2019-03-10 18:59:00
199,239-36-3640,B,Mandalay,Normal,Male,Electronic Accessories,45.35,6,13.605,285.7,Ewallet,272.1,4.761904762,13.605,6.1,2019-01-31 13:44:00
200,468-01-2051,B,Mandalay,Normal,Male,Food And Beverages,62.08,7,21.728,456.29,Ewallet,434.56,4.761904762,21.728,5.4,2019-03-06 13:46:00
201,389-25-3394,C,Naypyitaw,Normal,Male,Electronic Accessories,11.81,5,2.9525,62.0,Cash,59.05,4.761904762,2.9525,9.4,2019-02-17 18:06:00
202,279-62-1445,C,Naypyitaw,Member,Female,Fashion Accessories,12.54,1,0.627,13.17,Cash,12.54,4.761904762,0.627,8.2,2019-02-21 12:38:00
203,213-72-6612,A,Yangon,Normal,Male,Food And Beverages,43.25,2,4.325,90.82,Cash,86.5,4.761904762,4.325,6.2,2019-03-20 15:56:00
204,746-68-6593,C,Naypyitaw,Member,Female,Sports And Travel,87.16,2,8.716,183.04,Credit Card,174.32,4.761904762,8.716,9.7,2019-01-11 14:29:00
205,836-82-5858,B,Mandalay,Member,Male,Health And Beauty,69.37,9,31.2165,655.55,Ewallet,624.33,4.761904762,31.2165,4.0,2019-01-26 19:14:00
206,583-72-1480,C,Naypyitaw,Member,Male,Electronic Accessories,37.06,4,7.412,155.65,Ewallet,148.24,4.761904762,7.412,9.7,2019-01-31 16:24:00
207,466-61-5506,B,Mandalay,Member,Female,Electronic Accessories,90.7,6,27.21,571.41,Cash,544.2,4.761904762,27.21,5.3,2019-02-26 10:52:00
208,721-86-6247,A,Yangon,Normal,Female,Home And Lifestyle,63.42,8,25.368,532.73,Ewallet,507.36,4.761904762,25.368,7.4,2019-03-11 12:55:00
209,289-65-5721,B,Mandalay,Normal,Female,Fashion Accessories,81.37,2,8.137,170.88,Cash,162.74,4.761904762,8.137,6.5,2019-01-26 19:28:00
210,545-46-3100,B,Mandalay,Member,Female,Electronic Accessories,10.59,3,1.5885,33.36,Credit Card,31.77,4.761904762,1.5885,8.7,2019-03-12 13:52:00
211,418-02-5978,B,Mandalay,Normal,Female,Health And Beauty,84.09,9,37.8405,794.65,Cash,756.81,4.761904762,37.8405,8.0,2019-02-11 10:54:00
212,269-04-5750,B,Mandalay,Member,Male,Fashion Accessories,73.82,4,14.764,310.04,Cash,295.28,4.761904762,14.764,6.7,2019-02-21 18:31:00
213,157-13-5295,A,Yangon,Member,Male,Health And Beauty,51.94,10,25.97,545.37,Ewallet,519.4,4.761904762,25.97,6.5,2019-03-09 18:24:00
214,645-78-8093,A,Yangon,Normal,Female,Sports And Travel,93.14,2,9.314,195.59,Ewallet,186.28,4.761904762,9.314,4.1,2019-01-20 18:09:00
215,211-30-9270,C,Naypyitaw,Normal,Male,Health And Beauty,17.41,5,4.3525,91.4,Credit Card,87.05,4.761904762,4.3525,4.9,2019-01-28 15:16:00
216,755-12-3214,C,Naypyitaw,Member,Female,Fashion Accessories,44.22,5,11.055,232.16,Credit Card,221.1,4.761904762,11.055,8.6,2019-03-05 17:07:00
217,346-84-3103,B,Mandalay,Member,Female,Electronic Accessories,13.22,5,3.305,69.4,Cash,66.1,4.761904762,3.305,4.3,2019-03-02 19:26:00
218,478-06-7835,A,Yangon,Normal,Male,Fashion Accessories,89.69,1,4.4845,94.17,Ewallet,89.69,4.761904762,4.4845,4.9,2019-01-11 11:20:00
219,540-11-4336,A,Yangon,Normal,Male,Food And Beverages,24.94,9,11.223,235.68,Credit Card,224.46,4.761904762,11.223,5.6,2019-01-11 16:49:00
220,448-81-5016,A,Yangon,Normal,Male,Health And Beauty,59.77,2,5.977,125.52,Credit Card,119.54,4.761904762,5.977,5.8,2019-03-11 12:01:00
221,142-72-4741,C,Naypyitaw,Member,Male,Fashion Accessories,93.2,2,9.32,195.72,Credit Card,186.4,4.761904762,9.32,6.0,2019-02-28 18:37:00
222,217-58-1179,A,Yangon,Member,Male,Home And Lifestyle,62.65,4,12.53,263.13,Cash,250.6,4.761904762,12.53,4.2,2019-01-05 11:25:00
223,376-02-8238,B,Mandalay,Normal,Male,Home And Lifestyle,93.87,8,37.548,788.51,Credit Card,750.96,4.761904762,37.548,8.3,2019-02-02 18:42:00
224,530-90-9855,A,Yangon,Member,Male,Home And Lifestyle,47.59,8,19.036,399.76,Cash,380.72,4.761904762,19.036,5.7,2019-01-01 14:47:00
225,866-05-7563,B,Mandalay,Member,Female,Electronic Accessories,81.4,3,12.21,256.41,Cash,244.2,4.761904762,12.21,4.8,2019-02-09 19:43:00
226,604-70-6476,A,Yangon,Member,Male,Fashion Accessories,17.94,5,4.485,94.18,Ewallet,89.7,4.761904762,4.485,6.8,2019-01-23 14:04:00
227,799-71-1548,A,Yangon,Member,Male,Electronic Accessories,77.72,4,15.544,326.42,Credit Card,310.88,4.761904762,15.544,8.8,2019-01-07 16:11:00
228,785-13-7708,B,Mandalay,Normal,Male,Food And Beverages,73.06,7,25.571,536.99,Credit Card,511.42,4.761904762,25.571,4.2,2019-01-14 19:06:00
229,845-51-0542,B,Mandalay,Member,Male,Food And Beverages,46.55,9,20.9475,439.9,Ewallet,418.95,4.761904762,20.9475,6.4,2019-02-02 15:34:00
230,662-47-5456,C,Naypyitaw,Member,Male,Fashion Accessories,35.19,10,17.595,369.5,Credit Card,351.9,4.761904762,17.595,8.4,2019-03-17 19:06:00
231,883-17-4236,C,Naypyitaw,Normal,Female,Sports And Travel,14.39,2,1.439,30.22,Credit Card,28.78,4.761904762,1.439,7.2,2019-03-02 19:44:00
232,290-68-2984,A,Yangon,Normal,Male,Home And Lifestyle,23.75,4,4.75,99.75,Cash,95.0,4.761904762,4.75,5.2,2019-03-16 11:22:00
233,704-11-6354,A,Yangon,Member,Male,Home And Lifestyle,58.9,8,23.56,494.76,Cash,471.2,4.761904762,23.56,8.9,2019-01-06 11:23:00
234,110-48-7033,B,Mandalay,Member,Male,Fashion Accessories,32.62,4,6.524,137.0,Cash,130.48,4.761904762,6.524,9.0,2019-01-29 14:12:00
235,366-93-0948,A,Yangon,Unknown,Unknown,Miscellaneous,66.35,1,3.3175,235.45,Unknown,66.35,4.761904762,3.3175,6.9,2019-01-31 10:46:00
236,729-09-9681,A,Yangon,Member,Male,Home And Lifestyle,25.91,6,7.773,163.23,Ewallet,155.46,4.761904762,7.773,8.7,2019-02-05 10:16:00
237,151-16-1484,A,Yangon,Member,Male,Electronic Accessories,32.25,4,6.45,135.45,Ewallet,129.0,4.761904762,6.45,6.5,2019-02-13 12:38:00
238,380-94-4661,C,Naypyitaw,Member,Male,Electronic Accessories,65.94,4,13.188,276.95,Credit Card,263.76,4.761904762,13.188,6.9,2019-02-07 13:05:00
239,850-41-9669,A,Yangon,Normal,Female,Electronic Accessories,75.06,9,33.777,709.32,Ewallet,675.54,4.761904762,33.777,6.2,2019-03-19 13:25:00
240,821-07-3596,C,Naypyitaw,Normal,Female,Fashion Accessories,16.45,4,3.29,69.09,Ewallet,65.8,4.761904762,3.29,5.6,2019-03-07 14:53:00
241,655-85-5130,B,Mandalay,Member,Female,Fashion Accessories,38.3,4,7.66,160.86,Cash,153.2,4.761904762,7.66,5.7,2019-03-13 19:22:00
242,447-15-7839,A,Yangon,Member,Female,Sports And Travel,22.24,10,11.12,233.52,Cash,222.4,4.761904762,11.12,4.2,2019-02-09 11:00:00
243,154-74-7179,B,Mandalay,Normal,Male,Sports And Travel,54.45,1,2.7225,57.17,Ewallet,54.45,4.761904762,2.7225,7.9,2019-02-26 19:24:00
244,253-12-6086,A,Yangon,Member,Female,Sports And Travel,98.4,7,34.44,723.24,Credit Card,688.8,4.761904762,34.44,8.7,2019-03-12 12:43:00
245,808-65-0703,C,Naypyitaw,Normal,Male,Home And Lifestyle,35.47,4,7.094,148.97,Credit Card,141.88,4.761904762,7.094,6.9,2019-03-14 17:22:00
246,571-94-0759,B,Mandalay,Member,Female,Food And Beverages,74.6,10,37.3,783.3,Cash,746.0,4.761904762,37.3,9.5,2019-01-08 20:55:00
247,144-51-6085,A,Yangon,Member,Male,Home And Lifestyle,70.74,4,14.148,297.11,Credit Card,282.96,4.761904762,14.148,4.4,2019-01-05 16:05:00
248,731-14-2199,A,Yangon,Member,Female,Home And Lifestyle,35.54,10,17.77,373.17,Ewallet,355.4,4.761904762,17.77,7.0,2019-01-04 13:34:00
249,783-09-1637,B,Mandalay,Normal,Female,Sports And Travel,67.43,5,16.8575,354.01,Ewallet,337.15,4.761904762,16.8575,6.3,2019-03-06 18:13:00
250,687-15-1097,C,Naypyitaw,Unknown,Unknown,Miscellaneous,21.12,2,2.112,235.45,Unknown,42.24,4.761904762,2.112,6.9,2019-01-03 19:17:00
251,126-54-1082,A,Yangon,Member,Female,Home And Lifestyle,21.54,9,9.693,203.55,Credit Card,193.86,4.761904762,9.693,8.8,2019-01-07 11:44:00
252,633-91-1052,A,Yangon,Normal,Female,Home And Lifestyle,12.03,2,1.203,25.26,Cash,24.06,4.761904762,1.203,5.1,2019-01-27 15:51:00
253,477-24-6490,B,Mandalay,Normal,Female,Health And Beauty,99.71,6,29.913,628.17,Ewallet,598.26,4.761904762,29.913,7.9,2019-02-26 16:52:00
254,566-19-5475,B,Mandalay,Normal,Male,Fashion Accessories,47.97,7,16.7895,352.58,Cash,335.79,4.761904762,16.7895,6.2,2019-01-07 20:52:00
255,526-86-8552,C,Naypyitaw,Member,Female,Home And Lifestyle,21.82,10,10.91,229.11,Cash,218.2,4.761904762,10.91,7.1,2019-01-07 17:36:00
256,376-56-3573,C,Naypyitaw,Normal,Female,Fashion Accessories,95.42,4,19.084,400.76,Ewallet,381.68,4.761904762,19.084,6.4,2019-02-02 13:23:00
257,537-72-0426,C,Naypyitaw,Member,Male,Fashion Accessories,70.99,10,35.495,745.4,Cash,709.9,4.761904762,35.495,5.7,2019-03-20 16:28:00
258,828-61-5674,A,Yangon,Member,Male,Sports And Travel,44.02,10,22.01,462.21,Credit Card,440.2,4.761904762,22.01,9.6,2019-03-20 19:57:00
259,136-08-6195,A,Yangon,Normal,Female,Home And Lifestyle,69.96,8,27.984,587.66,Credit Card,559.68,4.761904762,27.984,6.4,2019-02-15 17:01:00
260,523-38-0215,C,Naypyitaw,Normal,Male,Home And Lifestyle,37.0,1,1.85,38.85,Credit Card,37.0,4.761904762,1.85,7.9,2019-03-06 13:29:00
261,490-29-1201,A,Yangon,Unknown,Unknown,Miscellaneous,15.34,1,0.767,235.45,Unknown,15.34,4.761904762,0.767,6.9,2019-01-06 11:09:00
262,667-92-0055,A,Yangon,Member,Male,Health And Beauty,99.83,6,29.949,628.93,Ewallet,598.98,4.761904762,29.949,8.5,2019-03-04 15:02:00
263,565-17-3836,A,Yangon,Member,Female,Health And Beauty,47.67,4,9.534,200.21,Cash,190.68,4.761904762,9.534,9.1,2019-03-12 14:21:00
264,498-41-1961,B,Mandalay,Normal,Male,Health And Beauty,66.68,5,16.67,350.07,Cash,333.4,4.761904762,16.67,7.6,2019-02-20 18:01:00
265,593-95-4461,C,Naypyitaw,Member,Male,Home And Lifestyle,74.86,1,3.743,78.6,Cash,74.86,4.761904762,3.743,6.9,2019-03-24 14:49:00
266,226-71-3580,C,Naypyitaw,Normal,Female,Sports And Travel,23.75,9,10.6875,224.44,Cash,213.75,4.761904762,10.6875,9.5,2019-01-31 12:02:00
267,283-79-9594,B,Mandalay,Normal,Female,Food And Beverages,48.51,7,16.9785,356.55,Credit Card,339.57,4.761904762,16.9785,5.2,2019-01-25 13:30:00
268,430-60-3493,A,Yangon,Member,Female,Home And Lifestyle,94.88,7,33.208,697.37,Cash,664.16,4.761904762,33.208,4.2,2019-02-03 14:38:00
269,139-20-0155,B,Mandalay,Member,Male,Electronic Accessories,40.3,10,20.15,423.15,Credit Card,403.0,4.761904762,20.15,7.0,2019-01-24 17:37:00
270,558-80-4082,C,Naypyitaw,Normal,Male,Electronic Accessories,27.85,7,9.7475,204.7,Ewallet,194.95,4.761904762,9.7475,6.0,2019-03-14 17:20:00
271,278-97-7759,A,Yangon,Member,Female,Electronic Accessories,62.48,1,3.124,65.6,Cash,62.48,4.761904762,3.124,4.7,2019-02-18 20:29:00
272,316-68-6352,A,Yangon,Member,Female,Food And Beverages,36.36,2,3.636,76.36,Cash,72.72,4.761904762,3.636,7.1,2019-01-21 10:00:00
273,585-03-5943,B,Mandalay,Normal,Male,Health And Beauty,18.11,10,9.055,190.16,Ewallet,181.1,4.761904762,9.055,5.9,2019-03-13 11:46:00
274,211-05-0490,C,Naypyitaw,Member,Female,Electronic Accessories,51.92,5,12.98,272.58,Cash,259.6,4.761904762,12.98,7.5,2019-03-03 13:42:00
275,727-75-6477,C,Naypyitaw,Unknown,Unknown,Miscellaneous,28.84,4,5.768,235.45,Unknown,115.36,4.761904762,5.768,6.9,2019-03-29 14:44:00
276,744-02-5987,A,Yangon,Member,Male,Home And Lifestyle,78.38,6,23.514,493.79,Ewallet,470.28,4.761904762,23.514,5.8,2019-01-10 14:16:00
277,307-83-9164,A,Yangon,Member,Male,Home And Lifestyle,60.01,4,12.002,252.04,Cash,240.04,4.761904762,12.002,4.5,2019-01-25 15:54:00
278,779-06-0012,C,Naypyitaw,Member,Female,Home And Lifestyle,88.61,1,4.4305,93.04,Cash,88.61,4.761904762,4.4305,7.7,2019-01-19 10:21:00
279,446-47-6729,C,Naypyitaw,Normal,Male,Fashion Accessories,99.82,2,9.982,209.62,Credit Card,199.64,4.761904762,9.982,6.7,2019-01-02 18:09:00
280,573-10-3877,B,Mandalay,Unknown,Unknown,Miscellaneous,39.01,1,1.9505,235.45,Unknown,39.01,4.761904762,1.9505,6.9,2019-03-12 16:46:00
281,735-06-4124,C,Naypyitaw,Normal,Male,Food And Beverages,48.61,1,2.4305,51.04,Cash,48.61,4.761904762,2.4305,4.4,2019-02-25 15:31:00
282,439-54-7422,A,Yangon,Normal,Female,Electronic Accessories,51.19,4,10.238,215.0,Credit Card,204.76,4.761904762,10.238,4.7,2019-03-18 17:15:00
283,396-90-2219,B,Mandalay,Normal,Female,Electronic Accessories,14.96,8,5.984,125.66,Cash,119.68,4.761904762,5.984,8.6,2019-02-23 12:29:00
284,411-77-0180,A,Yangon,Member,Male,Electronic Accessories,72.2,7,25.27,530.67,Ewallet,505.4,4.761904762,25.27,4.3,2019-03-26 20:14:00
285,286-01-5402,A,Yangon,Normal,Female,Sports And Travel,40.23,7,14.0805,295.69,Cash,281.61,4.761904762,14.0805,9.6,2019-03-30 13:22:00
286,803-17-8013,A,Yangon,Member,Female,Home And Lifestyle,88.79,8,35.516,745.84,Cash,710.32,4.761904762,35.516,4.1,2019-02-17 17:09:00
287,512-98-1403,A,Yangon,Member,Female,Electronic Accessories,26.48,3,3.972,83.41,Ewallet,79.44,4.761904762,3.972,4.7,2019-03-21 10:40:00
288,848-42-2560,A,Yangon,Normal,Female,Fashion Accessories,81.91,2,8.191,172.01,Cash,163.82,4.761904762,8.191,7.8,2019-03-05 17:43:00
289,532-59-7201,B,Mandalay,Member,Male,Sports And Travel,79.93,6,23.979,503.56,Cash,479.58,4.761904762,23.979,5.5,2019-01-31 14:04:00
290,181-94-6432,C,Naypyitaw,Member,Male,Fashion Accessories,69.33,2,6.933,145.59,Ewallet,138.66,4.761904762,6.933,9.7,2019-02-05 19:05:00
291,870-76-1733,A,Yangon,Member,Female,Food And Beverages,14.23,5,3.5575,74.71,Credit Card,71.15,4.761904762,3.5575,4.4,2019-02-01 10:08:00
292,423-64-4619,A,Yangon,Member,Female,Health And Beauty,15.55,9,6.9975,146.95,Cash,139.95,4.761904762,6.9975,5.0,2019-03-07 13:12:00
293,227-07-4446,C,Naypyitaw,Member,Female,Electronic Accessories,78.13,10,39.065,820.36,Cash,781.3,4.761904762,39.065,4.4,2019-02-10 20:51:00
294,174-36-3675,C,Naypyitaw,Unknown,Unknown,Miscellaneous,99.37,2,9.937,235.45,Unknown,198.74,4.761904762,9.937,6.9,2019-02-14 17:29:00
295,428-83-5800,C,Naypyitaw,Member,Female,Food And Beverages,21.08,3,3.162,66.4,Cash,63.24,4.761904762,3.162,7.3,2019-02-09 10:25:00
296,603-07-0961,C,Naypyitaw,Member,Male,Electronic Accessories,74.79,5,18.6975,392.65,Cash,373.95,4.761904762,18.6975,4.9,2019-01-10 11:34:00
297,704-20-4138,C,Naypyitaw,Member,Female,Health And Beauty,29.67,7,10.3845,218.07,Credit Card,207.69,4.761904762,10.3845,8.1,2019-03-11 18:58:00
298,787-15-1757,C,Naypyitaw,Member,Male,Health And Beauty,44.07,4,8.814,185.09,Ewallet,176.28,4.761904762,8.814,8.4,2019-02-18 16:28:00
299,649-11-3678,C,Naypyitaw,Normal,Female,Food And Beverages,22.93,9,10.3185,216.69,Cash,206.37,4.761904762,10.3185,5.5,2019-02-26 20:26:00
300,622-20-1945,C,Naypyitaw,Normal,Female,Health And Beauty,39.42,1,1.971,41.39,Cash,39.42,4.761904762,1.971,8.4,2019-01-18 15:08:00
301,372-94-8041,A,Yangon,Normal,Male,Health And Beauty,15.26,6,4.578,96.14,Ewallet,91.56,4.761904762,4.578,9.8,2019-02-15 18:03:00
302,563-91-7120,A,Yangon,Normal,Female,Fashion Accessories,61.77,5,15.4425,324.29,Cash,308.85,4.761904762,15.4425,6.7,2019-03-08 13:21:00
303,746-54-5508,A,Yangon,Normal,Male,Home And Lifestyle,21.52,6,6.456,135.58,Credit Card,129.12,4.761904762,6.456,9.4,2019-01-17 12:48:00
304,276-54-0879,B,Mandalay,Normal,Male,Sports And Travel,97.74,4,19.548,410.51,Ewallet,390.96,4.761904762,19.548,6.4,2019-03-12 19:53:00
305,815-11-1168,A,Yangon,Member,Male,Food And Beverages,99.78,5,24.945,523.84,Cash,498.9,4.761904762,24.945,5.4,2019-03-09 19:09:00
306,719-76-3868,C,Naypyitaw,Unknown,Unknown,Miscellaneous,94.26,4,18.852,235.45,Unknown,377.04,4.761904762,18.852,6.9,2019-03-12 16:30:00
307,730-61-8757,B,Mandalay,Member,Male,Health And Beauty,51.13,4,10.226,214.75,Credit Card,204.52,4.761904762,10.226,4.0,2019-01-25 10:11:00
308,340-66-0321,A,Yangon,Member,Male,Electronic Accessories,36.36,4,7.272,152.71,Cash,145.44,4.761904762,7.272,7.6,2019-03-25 13:07:00
309,868-81-1752,B,Mandalay,Normal,Male,Home And Lifestyle,22.02,9,9.909,208.09,Cash,198.18,4.761904762,9.909,6.8,2019-02-07 18:48:00
310,634-97-8956,A,Yangon,Normal,Male,Food And Beverages,32.9,3,4.935,103.64,Credit Card,98.7,4.761904762,4.935,9.1,2019-02-17 17:27:00
311,566-71-1091,A,Yangon,Normal,Male,Fashion Accessories,77.02,5,19.255,404.36,Cash,385.1,4.761904762,19.255,5.5,2019-02-03 15:59:00
312,442-48-3607,A,Yangon,Member,Male,Food And Beverages,23.48,2,2.348,49.31,Credit Card,46.96,4.761904762,2.348,7.9,2019-03-14 11:21:00
313,835-16-0096,C,Naypyitaw,Member,Male,Sports And Travel,14.7,5,3.675,77.18,Ewallet,73.5,4.761904762,3.675,8.5,2019-03-24 13:48:00
314,527-09-6272,A,Yangon,Member,Female,Electronic Accessories,28.45,5,7.1125,149.36,Credit Card,142.25,4.761904762,7.1125,9.1,2019-03-21 10:17:00
315,898-04-2717,A,Yangon,Normal,Male,Fashion Accessories,76.4,9,34.38,721.98,Ewallet,687.6,4.761904762,34.38,7.5,2019-03-19 15:49:00
316,692-27-8933,B,Mandalay,Normal,Female,Sports And Travel,57.95,6,17.385,365.08,Cash,347.7,4.761904762,17.385,5.2,2019-02-24 13:02:00
317,633-09-3463,C,Naypyitaw,Normal,Female,Electronic Accessories,47.65,3,7.1475,150.1,Credit Card,142.95,4.761904762,7.1475,9.5,2019-03-28 12:58:00
318,374-17-3652,B,Mandalay,Member,Female,Food And Beverages,42.82,9,19.269,404.65,Credit Card,385.38,4.761904762,19.269,8.9,2019-02-05 15:26:00
319,378-07-7001,B,Mandalay,Member,Male,Electronic Accessories,48.09,3,7.2135,151.48,Credit Card,144.27,4.761904762,7.2135,7.8,2019-02-10 18:23:00
320,433-75-6987,B,Mandalay,Member,Female,Health And Beauty,55.97,7,19.5895,411.38,Ewallet,391.79,4.761904762,19.5895,8.9,2019-03-05 19:06:00
321,873-95-4984,B,Mandalay,Member,Female,Health And Beauty,76.9,7,26.915,565.22,Cash,538.3,4.761904762,26.915,7.7,2019-02-15 20:21:00
322,416-13-5917,C,Naypyitaw,Normal,Female,Food And Beverages,97.03,5,24.2575,509.41,Ewallet,485.15,4.761904762,24.2575,9.3,2019-01-30 16:24:00
323,150-89-8043,A,Yangon,Normal,Male,Sports And Travel,44.65,3,6.6975,140.65,Cash,133.95,4.761904762,6.6975,6.2,2019-02-14 15:04:00
324,135-84-8019,A,Yangon,Normal,Female,Fashion Accessories,77.93,9,35.0685,736.44,Ewallet,701.37,4.761904762,35.0685,7.6,2019-02-27 16:10:00
325,441-94-7118,A,Yangon,Member,Male,Electronic Accessories,71.95,1,3.5975,75.55,Cash,71.95,4.761904762,3.5975,7.3,2019-02-04 12:14:00
326,725-96-3778,C,Naypyitaw,Member,Female,Home And Lifestyle,89.25,8,35.7,749.7,Cash,714.0,4.761904762,35.7,4.7,2019-01-20 10:13:00
327,531-80-1784,A,Yangon,Normal,Male,Electronic Accessories,26.02,7,9.107,191.25,Cash,182.14,4.761904762,9.107,5.1,2019-03-28 17:38:00
328,400-45-1220,B,Mandalay,Normal,Female,Health And Beauty,13.5,10,6.75,141.75,Credit Card,135.0,4.761904762,6.75,4.8,2019-02-27 11:06:00
329,834-61-8124,A,Yangon,Normal,Male,Electronic Accessories,51.69,7,18.0915,379.92,Cash,361.83,4.761904762,18.0915,5.5,2019-01-26 18:22:00
330,115-99-4379,B,Mandalay,Member,Female,Fashion Accessories,54.73,7,19.1555,402.27,Credit Card,383.11,4.761904762,19.1555,8.5,2019-03-14 19:02:00
331,565-67-6697,B,Mandalay,Unknown,Unknown,Miscellaneous,27.0,9,12.15,235.45,Unknown,243.0,4.761904762,12.15,6.9,2019-03-02 14:16:00
